Word,Contribution
male,0.011993990473212465
d524b4d0b56ddb737de5a8004f36a63d,0.010791280942840388
personal,0.0100009453834517
you,0.009679464561710037
him,0.009201102829637814
can,0.00913035607891941
best,0.008082356777526596
11,-0.007867321196304223
enhancing,-0.005759565603771891
proposal,-0.0052136023898626555
