Word,Contribution
com,0.07585493695224964
responsibilityport,-0.06660637638367296
http,0.06076207786495266
Free,0.057339981016909757
pk,0.05517287138922418
euc,0.0518244365494248
hd,0.04563237611237865
xno,-0.04329011114273254
hmu,-0.041806616133479614
ders,0.04066531798261853
