Feature,SHAP_Value,Embedding_Value
Embedding_159,0.0,-0.022717305
Embedding_617,0.0,0.088001244
Embedding_616,0.0,0.02918277
Embedding_45,0.0,0.015328372
Embedding_44,0.0,0.047704253
Embedding_41,0.0,0.21739449
Embedding_40,0.0,0.090193115
Embedding_158,0.0,0.024104139
Embedding_156,0.0,0.08399149
Embedding_155,0.0,0.60683227
Embedding_36,0.0,-0.012704246
Embedding_35,0.0,0.10357434
Embedding_34,0.0,0.020834813
Embedding_33,0.0,-0.043294974
Embedding_32,0.0,0.087323666
Embedding_154,0.0,-0.116234146
Embedding_638,0.0,0.09923278
Embedding_637,0.0,-0.0047915503
Embedding_635,0.0,0.14457001
Embedding_655,0.0,0.049562
Embedding_654,0.0,0.1417397
Embedding_653,0.0,0.13751854
Embedding_652,0.0,0.015823707
Embedding_651,0.0,0.016878886
Embedding_650,0.0,0.015127061
Embedding_649,0.0,0.0867925
Embedding_648,0.0,-0.023407169
Embedding_645,0.0,-0.06472396
Embedding_644,0.0,0.026945502
Embedding_643,0.0,0.046232775
Embedding_642,0.0,-0.0015837811
Embedding_153,0.0,-0.025765821
Embedding_640,0.0,0.13970846
Embedding_47,0.0,-0.038404614
Embedding_46,0.0,-0.018629119
Embedding_676,0.0,-0.036854297
Embedding_675,0.0,0.042601846
Embedding_674,0.0,0.02680777
Embedding_152,0.0,-0.043312002
Embedding_672,0.0,0.15639824
Embedding_671,0.0,-0.06329708
Embedding_186,0.0,0.00075770915
Embedding_669,0.0,0.04096304
Embedding_668,0.0,-0.010795444
Embedding_184,0.0,-0.06540018
Embedding_664,0.0,0.0629932
Embedding_663,0.0,-0.10030129
Embedding_661,0.0,0.004387195
Embedding_660,0.0,-0.048035778
Embedding_659,0.0,-0.048658
Embedding_657,0.0,-0.073261976
Embedding_694,0.0,-0.0056355074
Embedding_693,0.0,0.022861948
Embedding_692,0.0,0.0604185
Embedding_691,0.0,0.056200355
Embedding_690,0.0,-0.033628747
Embedding_689,0.0,0.05476894
Embedding_688,0.0,-0.13661744
Embedding_687,0.0,0.15614848
Embedding_686,0.0,0.046174265
Embedding_685,0.0,-0.18722083
Embedding_684,0.0,0.06916621
Embedding_682,0.0,-0.004224986
Embedding_681,0.0,-0.056273907
Embedding_182,0.0,-0.11090819
Embedding_679,0.0,-0.018205918
Embedding_678,0.0,0.013488767
Embedding_714,0.0,-0.10334475
Embedding_712,0.0,-0.03823597
Embedding_711,0.0,-0.05822532
Embedding_710,0.0,-0.0033477023
Embedding_709,0.0,-0.01611434
Embedding_708,0.0,-0.07562316
Embedding_707,0.0,0.11058845
Embedding_705,0.0,-0.020898078
Embedding_704,0.0,0.07345168
Embedding_703,0.0,0.07386203
Embedding_702,0.0,-0.0055375323
Embedding_701,0.0,0.02889736
Embedding_700,0.0,0.024526125
Embedding_699,0.0,-0.03561315
Embedding_698,0.0,-0.051708847
Embedding_697,0.0,-0.020188894
Embedding_731,0.0,-0.13002895
Embedding_730,0.0,-0.07624021
Embedding_729,0.0,-0.0032237172
Embedding_728,0.0,-0.00808486
Embedding_727,0.0,0.022402167
Embedding_726,0.0,0.013288826
Embedding_725,0.0,0.08689179
Embedding_724,0.0,0.010976557
Embedding_723,0.0,0.00404191
Embedding_722,0.0,0.065517455
Embedding_721,0.0,-0.0926439
Embedding_719,0.0,0.061630793
Embedding_718,0.0,0.039702386
Embedding_717,0.0,0.04060124
Embedding_716,0.0,-0.06324921
Embedding_715,0.0,-0.016301386
Embedding_767,0.0,-0.045496203
Embedding_766,0.0,-0.04634464
Embedding_765,0.0,-0.1687006
Embedding_764,0.0,-0.02609133
Embedding_763,0.0,0.09447281
Embedding_762,0.0,0.08761023
Embedding_760,0.0,-0.09436536
Embedding_759,0.0,0.039358117
Embedding_757,0.0,-0.08165662
Embedding_756,0.0,0.07266223
Embedding_755,0.0,-0.014428429
Embedding_754,0.0,-0.010919686
Embedding_752,0.0,0.050918557
Embedding_31,0.0,-0.07917394
Embedding_30,0.0,-0.008313507
Embedding_181,0.0,0.115877345
Embedding_180,0.0,-0.00659281
Embedding_4,0.0,0.027912423
Embedding_3,0.0,-0.10308768
Embedding_1,0.0,0.1304953
Embedding_0,0.0,-0.11372648
Embedding_751,0.0,0.12039785
Embedding_750,0.0,0.12089732
Embedding_749,0.0,-0.023418607
Embedding_748,0.0,0.07511809
