Word,Contribution
2000,0.004199840090924027
Lee,0.0041310074253552926
monetization,0.003833304597756372
Re,0.0033781716743294483
perspective,0.002895805245009095
take,0.002048466541985431
Met,0.0019796997353933865
s,-0.0009615044023600322
is,-0.00037501645945994274
Monday,-0.0003523623331070846
