Word,Contribution
Rob,0.0013573523230970142
Subject,0.0012157630976287225
everyone,0.001041671767223327
Kari,0.0010204025712929644
home,0.0005877709824077067
chance,0.000499592351119513
make,0.00032991405601047485
Sunday,0.0003155476337913184
visit,-0.0001342108405113389
horse,8.922751890445507e-05
