Word,Contribution
for,0.011208218528318489
only,0.011204524524981024
perfect,0.01089261182444527
Discounts,0.01020116532562824
pharmacy,0.008730495494387706
woman,0.00795312911179595
Want,0.007864265810436944
problems,-0.007396341840092711
MORE,0.007254629275199615
ON,-0.006129382308377423
